transaction_id,customer_id,customer_name,customer_age,customer_country,transaction_type,amount,currency,payment_method,merchant,category,transaction_date,is_fraudulent,status,device_type,ip_address,transaction_location
8667d119-4627-4883-b8d3-8cabd3c61d61,9ff4eb1c6a4d1701,James Kirk,74,Japan,refund,7.45,AUD,debit_card,Avila-Bradford,health,2025-01-26T23:29:15,False,completed,tablet,3.194.147.73,Germany
2ce6c983-7bac-4d12-9ad9-2b6c3370882f,9cc7b788cb3d8c82,Tiffany Banks,59,Germany,transfer,73.35,USD,bank_transfer,Garcia LLC,groceries,2025-02-16T05:38:32,False,failed,tablet,193.164.0.25,France
6b80cc5f-698c-47c0-b021-bf52a13c5286,e7e70666d7ee038f,Matthew Hale,50,Germany,transfer,165.29,EUR,bank_transfer,Allen LLC,clothing,2025-06-04T20:08:10,False,failed,mobile,51.242.245.103,Germany
72489730-4bea-4afa-8591-71154bf5cf96,7be21778db08f8f9,Jasmine Gibson,23,Australia,purchase,70.6,AUD,paypal,Henry PLC,entertainment,2024-08-21T23:46:30,False,completed,tablet,124.141.215.69,France
f6508514-7661-40f6-86ed-45c4a03d1588,84d68aeb51eb41be,Stephen Powell,30,Japan,refund,45.9,USD,debit_card,Duncan-Ross,clothing,2025-03-28T08:45:51,False,failed,mobile,106.184.172.114,UK
7749dea9-1193-4b3b-907e-327b82e503b1,75e46e24100c1725,Mrs. Renee Myers,42,Canada,withdrawal,34.76,AUD,crypto,Larson-Brown,travel,2024-09-18T23:51:56,False,completed,mobile,199.30.191.54,UK
7dd566fc-354d-4850-8c9d-80f11a4bebcd,e7e70666d7ee038f,Matthew Hale,50,Germany,purchase,5.94,EUR,credit_card,Brooks-Rogers,clothing,2025-06-25T00:24:19,False,failed,tablet,172.33.122.246,Australia
789f6e75-37a6-4cae-9b8e-505c10035b34,9de8bea628dd96b4,Cindy Mccullough,77,Japan,purchase,18.55,USD,crypto,Parker PLC,clothing,2025-07-06T20:05:39,False,failed,tablet,6.124.28.115,UK
12067701-2fb9-4fec-8e41-a5c622852152,09b32f4e94745a3f,Thomas Guzman MD,38,UK,deposit,27.36,EUR,paypal,Rodriguez-Webb,health,2024-11-01T00:09:41,False,pending,tablet,216.94.60.53,Australia
17ceeed4-39ae-4b2b-9c66-db332414fa0c,42ae2d5e2b8f0083,Kendra Olson,28,Germany,refund,266.58,CAD,bank_transfer,Daugherty PLC,clothing,2024-12-30T21:09:39,False,pending,tablet,101.246.137.134,Germany
8aec663d-6473-4e1d-afd9-4fb806638e61,a689bb0993547dc5,Corey Jones DDS,38,Australia,refund,91.42,USD,paypal,"Jones, Francis and Mitchell",groceries,2024-07-30T05:53:16,False,pending,desktop,28.2.142.20,Germany
f8724f96-9f6e-424a-8804-fd8cd9c4f9b2,d8c620b9d519e440,Mr. Anthony Diaz,76,France,purchase,3.88,GBP,debit_card,Avila-Bradford,health,2025-06-25T13:30:35,False,completed,mobile,154.2.114.29,UK
5692a07f-38dc-442f-a81c-8e02ea53e1a2,77aab47038494a47,Theresa Whitney,59,USA,withdrawal,88.78,EUR,paypal,"Smith, Joseph and Banks",electronics,2025-06-02T00:00:25,False,pending,desktop,194.10.16.75,France
307f33b5-6308-49d6-9013-9b32dd5e757e,0178cd1f9cd700ce,Steven Riddle,66,Canada,deposit,30.64,JPY,credit_card,Avila-Bradford,travel,2025-06-18T20:35:17,True,pending,desktop,36.143.190.53,Australia
4190f546-b4bf-46f9-8f3f-47798e875f2a,2f0a5bfdfeecaa93,Jason Zuniga,25,Japan,withdrawal,19.78,AUD,bank_transfer,Ramirez Ltd,entertainment,2025-07-13T14:15:11,False,completed,desktop,135.200.253.147,France
3cb2c1b2-0b98-4c3f-ac36-f0dc245355e9,7b97e0be299b04c5,Pamela Davis,72,Canada,transfer,136.66,USD,bank_transfer,Avila-Bradford,groceries,2025-04-14T18:14:02,False,pending,tablet,29.32.175.229,Germany
dddf5d1a-86c7-4019-9b65-638726f2d120,c16840c8f199623e,Jesse Austin,62,Germany,withdrawal,256.34,JPY,debit_card,"Harris, Turner and Powell",travel,2025-04-12T23:30:39,False,failed,mobile,171.41.114.27,France
e81cfbff-4cc7-48ef-9f95-5d12de2e9e3a,e2b78eec195dc5d9,Christopher Brown,31,UK,withdrawal,220.73,EUR,debit_card,"Poole, Martin and Daugherty",electronics,2025-04-26T13:21:32,False,pending,mobile,166.69.57.240,Australia
babf3523-e9ab-48f8-b5c3-8136df3fe275,75e46e24100c1725,Mrs. Renee Myers,42,Canada,transfer,15.51,EUR,paypal,"Morales, Jordan and Sullivan",travel,2024-12-10T10:18:06,False,completed,desktop,123.0.219.170,Australia
a20f7fbb-ec0f-40e2-8160-c50567d8643a,82b6e205329d024f,Katherine Thompson,35,UK,deposit,34.34,GBP,credit_card,"Shields, Walker and Tyler",electronics,2024-12-10T10:14:33,False,failed,mobile,123.133.8.25,Canada
fa32463b-025b-4a5f-ae0a-dff467b551c8,2f0a5bfdfeecaa93,Jason Zuniga,25,Japan,purchase,89.74,USD,debit_card,Rodriguez-Webb,clothing,2024-12-14T01:46:46,False,pending,tablet,71.190.105.12,UK
ee23f051-7b35-4825-806f-77a8a9dacb12,3444cd002bd69b5c,Tamara Reed,59,Japan,deposit,235.88,AUD,debit_card,Hendricks PLC,groceries,2025-01-15T21:15:55,False,failed,tablet,84.228.176.164,Germany
db319628-fdc4-4f42-bfc0-f9f3361d6422,1cdf24ea265a1099,Sherry Stevenson,42,France,purchase,26.61,USD,debit_card,Goodwin LLC,electronics,2024-12-24T07:40:20,False,failed,tablet,24.107.82.180,Canada
b53eadf9-8c5b-4333-9079-ab6d2cd9efb0,1b71c25fa2c67d79,Robert Petersen,41,UK,withdrawal,41.33,JPY,debit_card,Larson-Brown,health,2025-06-23T17:30:43,False,failed,desktop,118.129.142.160,USA
a9413dee-657f-4814-8ddb-13766688808a,53fb4ad2c2cbc763,Mary Warner,58,UK,deposit,10.39,JPY,credit_card,Duncan-Ross,groceries,2025-01-14T06:47:05,False,failed,desktop,197.253.226.121,Australia
62b906d2-2de9-4445-baa4-f34e0e0e2ae3,1af4811557b604eb,Kristen Glenn,45,USA,deposit,9.08,EUR,paypal,Fuller Group,electronics,2024-10-15T18:24:41,False,pending,tablet,186.50.11.86,USA
286998ae-4bd7-4453-a004-6454ae0f7f7b,75e46e24100c1725,Mrs. Renee Myers,42,Canada,refund,184.71,AUD,bank_transfer,Prince-Smith,health,2025-03-18T19:27:59,False,failed,desktop,5.137.5.35,UK
d6c48cd9-3116-4a91-8556-09517e45e874,9de8bea628dd96b4,Cindy Mccullough,77,Japan,withdrawal,417.53,CAD,crypto,"Leblanc, Herring and Casey",electronics,2025-01-03T18:26:29,False,pending,mobile,13.230.164.230,Canada
d9484654-67ea-4143-9168-94dc3be37b4f,2f0a5bfdfeecaa93,Jason Zuniga,25,Japan,withdrawal,49.01,AUD,crypto,Avila-Bradford,groceries,2025-03-23T09:20:54,True,pending,mobile,44.224.177.104,France
749080cc-e9c8-47ae-bac9-6873eb37ccdc,a689bb0993547dc5,Corey Jones DDS,38,Australia,refund,245.99,CAD,paypal,Hammond-Taylor,groceries,2024-12-20T04:05:43,False,failed,desktop,149.92.21.214,Australia
dab1bc03-de7f-4bfd-ac84-afefd7ca10c8,09b32f4e94745a3f,Thomas Guzman MD,38,UK,purchase,93.92,USD,crypto,"Leblanc, Herring and Casey",health,2025-06-11T05:11:54,False,failed,mobile,200.235.56.46,UK
cdc32247-23b5-4b00-8fe6-6e2d31ca295c,ee18e712f9378408,Kimberly James,68,Japan,withdrawal,20.75,USD,bank_transfer,George Ltd,groceries,2024-10-09T17:16:15,False,failed,mobile,182.238.202.236,Germany
cda4e6e9-8551-4651-b6e7-c46472de6674,84d68aeb51eb41be,Stephen Powell,30,Japan,deposit,93.89,JPY,paypal,Prince-Smith,groceries,2024-09-13T02:42:07,False,failed,tablet,70.233.245.94,Germany
0cf63cbc-ec28-43a0-90b6-96345b23a439,8cc0d62966382e19,Glenda Myers,67,Canada,transfer,548.43,CAD,bank_transfer,Hendricks PLC,clothing,2025-06-04T05:41:43,False,completed,desktop,131.187.101.35,Canada
72895e03-f893-470f-a750-0b45767cd9cb,aefba2684c669e74,John Perez,52,Germany,deposit,51.74,GBP,debit_card,Ramirez Ltd,travel,2025-01-27T10:51:23,False,failed,tablet,85.28.223.216,UK
466557b3-fb8e-4b8f-8871-c84e45e95f12,3ae6f92455717996,Amy Mckenzie,33,Japan,transfer,570.76,GBP,credit_card,"Bell, Harris and Tyler",clothing,2025-07-21T05:59:46,False,pending,mobile,60.53.162.96,Australia
bbc4eae5-07de-44cb-8b80-744b675dea9e,2aadcd7a10decf0e,Mary Thomas,22,Germany,deposit,1.07,USD,debit_card,"Ford, Dorsey and Alvarado",entertainment,2025-06-28T00:16:31,False,completed,tablet,7.47.37.161,Canada
70618c27-c851-42f6-ba3c-8a8291926139,2f0a5bfdfeecaa93,Jason Zuniga,25,Japan,withdrawal,187.33,USD,credit_card,Hoffman Inc,groceries,2025-06-15T15:57:05,False,pending,desktop,195.112.27.151,Australia
afa0f791-ee84-42c3-a5de-bdb88498dd0a,7943de2cf7564714,Zachary Jones,27,UK,purchase,62.21,EUR,paypal,"Diaz, Chase and Aguilar",electronics,2025-02-27T06:03:39,False,completed,tablet,88.170.184.200,Australia
3bbb2489-abab-46dd-9df0-54884d8abdad,0365db1b96573654,Morgan Rivers,75,France,purchase,34.87,JPY,debit_card,Garcia LLC,electronics,2025-05-20T09:39:32,False,completed,tablet,169.65.206.30,UK
47fb3db1-9d57-4ab1-9d79-2ef7bc57eafa,3e0a941e39064020,Brittany Miller,74,France,withdrawal,62.65,JPY,crypto,Brooks-Rogers,entertainment,2025-02-11T20:58:53,False,pending,desktop,149.33.155.181,France
876522cf-8086-4e95-9cb0-1373051a3ea4,8300e12d10e12c6f,Brenda Jones,34,UK,withdrawal,2.77,JPY,paypal,"Ford, Dorsey and Alvarado",entertainment,2024-12-11T16:06:44,False,completed,mobile,81.122.182.60,France
39b9bc65-0364-4f92-8864-57d6e29960dc,0365db1b96573654,Morgan Rivers,75,France,refund,39.27,USD,paypal,Padilla LLC,clothing,2024-10-23T07:12:07,False,completed,mobile,87.20.220.164,Japan
160e44c1-66b3-43cf-a515-ffe8dfc9cd49,2927aeb8aef73e54,Hayden Nelson,58,USA,withdrawal,93.29,JPY,bank_transfer,Ortiz-Johnson,groceries,2024-11-06T13:56:13,True,pending,tablet,71.209.219.181,Japan
a615caf4-a211-4287-833a-631d8224c1dd,ec01fa6e538369d6,Alex Kerr,58,France,withdrawal,501.12,GBP,credit_card,Hendricks PLC,health,2024-12-16T19:35:08,False,completed,desktop,64.122.139.76,Japan
6c32d678-9060-4a89-8bb3-111dad6e174a,3444cd002bd69b5c,Tamara Reed,59,Japan,deposit,25.09,GBP,debit_card,"Morales, Jordan and Sullivan",clothing,2025-07-11T21:53:01,False,completed,desktop,184.184.181.203,Japan
216a1fd4-fff4-4308-b85c-20dfe858b368,3ae6f92455717996,Amy Mckenzie,33,Japan,deposit,16.24,USD,paypal,Parker PLC,health,2025-06-07T15:48:00,False,pending,desktop,104.57.211.180,Germany
676f709b-fd53-47bb-a585-0326d6bdacd9,eebbe04a788493b2,Krystal White,21,UK,deposit,25.72,USD,bank_transfer,Hays-Solomon,electronics,2025-05-06T23:29:19,False,failed,desktop,163.0.41.90,Germany
e12239b7-9621-4e81-8478-fb2619805937,f33918d764b92e1d,Mr. Mark Silva,53,France,transfer,215.53,GBP,credit_card,Allen LLC,entertainment,2024-12-07T20:17:24,False,completed,tablet,43.239.20.132,USA
f8200859-94a0-44f0-9826-25703b4d47c8,7f7c9c4743259366,William Ruiz,23,France,deposit,89.4,GBP,credit_card,Ortiz-Johnson,entertainment,2025-05-03T21:36:59,False,pending,mobile,156.219.204.163,Australia
332aa00a-b560-4c08-b3f7-27bfaed130d9,718dbe9e0f4f93e5,Linda Brown,47,UK,withdrawal,24.66,EUR,bank_transfer,Lam-Pacheco,travel,2024-09-21T13:40:07,False,failed,mobile,19.175.254.197,USA
8162e9e3-09d5-4d76-9d63-234990a69f40,ec18375130d9b273,Julie Munoz,69,UK,transfer,117.91,EUR,bank_transfer,"Bell, Harris and Tyler",health,2024-11-10T21:10:39,False,failed,mobile,76.241.179.55,Japan
f5032353-0755-4d0b-bdb5-5da3d0391620,75e46e24100c1725,Mrs. Renee Myers,42,Canada,purchase,63.16,CAD,paypal,"Diaz, Chase and Aguilar",travel,2025-02-03T21:39:29,False,completed,tablet,180.34.80.42,Canada
2357541e-9862-4d6e-9fd3-0e5aa7f803bb,d8c620b9d519e440,Mr. Anthony Diaz,76,France,withdrawal,233.45,GBP,bank_transfer,Prince-Smith,groceries,2025-02-12T01:18:36,False,pending,tablet,162.218.92.61,USA
a0c9fc7e-b019-4207-aa82-043a6c003052,37bbd4657d09d6c8,Rebecca Phillips,64,UK,purchase,19.05,JPY,debit_card,Morales-Perez,groceries,2024-12-28T19:48:58,False,failed,desktop,50.108.25.115,Canada
5097c795-5b27-4b66-ac32-8fb506f7e8b4,aefba2684c669e74,John Perez,52,Germany,purchase,33.4,GBP,crypto,"Jones, Francis and Mitchell",clothing,2025-07-18T12:53:16,False,completed,tablet,213.209.118.64,Australia
a8dcd86d-db4a-48eb-a358-05dbfdb8d598,4f6cf57268da9690,Tiffany Love,77,Japan,purchase,30.32,USD,debit_card,Parker PLC,electronics,2024-12-11T01:25:12,False,completed,desktop,89.115.39.217,Australia
3cee8211-76b5-4c49-88b6-ec5465051440,1cdf24ea265a1099,Sherry Stevenson,42,France,transfer,6.08,CAD,crypto,"Smith, Joseph and Banks",travel,2025-07-16T05:32:05,False,completed,desktop,57.142.144.119,Japan
221f24f8-e01d-407d-af6e-51a9dddbfb98,9ff4eb1c6a4d1701,James Kirk,74,Japan,refund,85.13,JPY,bank_transfer,Serrano-Oliver,health,2025-01-14T05:26:47,False,completed,desktop,189.25.38.59,UK
47a20da1-86d4-4e00-a6a2-7e4ce11191ab,0178cd1f9cd700ce,Steven Riddle,66,Canada,withdrawal,80.77,JPY,paypal,"Morales, Jordan and Sullivan",electronics,2024-12-01T05:08:54,False,pending,tablet,46.173.190.246,Australia
199f28ce-34e3-4362-84aa-f47a32c75435,718dbe9e0f4f93e5,Linda Brown,47,UK,withdrawal,55.02,JPY,debit_card,Ortiz-Johnson,groceries,2024-09-01T17:19:04,False,failed,desktop,26.9.229.79,Germany
8e373e85-5f5a-49c7-813c-0e2baedd063f,75e46e24100c1725,Mrs. Renee Myers,42,Canada,transfer,38.4,GBP,debit_card,Hoffman Inc,travel,2024-10-01T16:14:13,False,pending,mobile,161.198.113.255,Japan
b6363c11-1184-4998-83cf-ba4824cf6280,80ded0a7d5e0cb2d,Steven Moyer,22,USA,withdrawal,6.53,AUD,bank_transfer,"Shields, Walker and Tyler",clothing,2025-07-16T09:24:39,False,completed,mobile,217.255.120.176,Germany
36bc9aae-5c77-4a72-a936-0a3d0758cacf,eebbe04a788493b2,Krystal White,21,UK,deposit,29.05,USD,paypal,"Mcknight, Solis and Lewis",electronics,2024-09-17T17:06:11,False,pending,mobile,66.160.100.78,Australia
7b881628-fa8c-4455-bda3-141dd726e0b8,81af3edb3c839d6d,Jamie Johnson,47,France,refund,32.65,AUD,bank_transfer,Williams PLC,electronics,2024-12-14T04:51:31,False,pending,desktop,202.70.63.96,Australia
b0c31043-9536-4686-8701-19af0d04bf95,8c870fb2bdd7868c,Christopher Wyatt,55,Germany,withdrawal,16.39,CAD,credit_card,Allen LLC,entertainment,2025-01-17T23:50:46,False,pending,tablet,130.214.142.155,Australia
a9502d07-ffc2-49ea-9e46-75356b9863ad,1cdf24ea265a1099,Sherry Stevenson,42,France,withdrawal,42.87,JPY,crypto,Bryant-Smith,clothing,2025-05-25T12:20:54,False,pending,mobile,184.237.111.146,USA
dc911e38-2c97-4ee8-8c27-727ae3d81a15,bd399182db5cf017,Lauren Davis,61,Japan,purchase,100.09,AUD,bank_transfer,"Jones, Francis and Mitchell",electronics,2025-01-10T16:54:44,False,failed,desktop,98.219.185.188,USA
d3605c0c-71b2-445b-874d-532898e51d5c,c02bde8119422322,Gregory Robles Jr.,32,UK,purchase,924.52,USD,paypal,"Bell, Harris and Tyler",groceries,2024-07-29T01:31:38,False,completed,mobile,188.189.89.31,Australia
0de0dcbf-d027-4f16-bec2-61a73f0c7147,d581ed942fedca03,Wayne Price,43,Canada,withdrawal,70.94,GBP,crypto,Padilla LLC,clothing,2024-12-09T01:40:52,True,pending,tablet,116.202.210.146,Japan
20c352e9-9a28-4cb0-96fd-5012b9acd37c,53fb4ad2c2cbc763,Mary Warner,58,UK,refund,80.34,GBP,bank_transfer,Brooks-Rogers,travel,2024-08-30T21:57:02,False,pending,desktop,159.228.27.244,France
6467d6f9-4fe6-4441-aa0a-f1b3a3c8bf29,a59bf44642d3ad42,Ashley Bishop,21,Australia,purchase,48.83,AUD,bank_transfer,Ramirez-Gates,clothing,2024-08-10T17:51:16,False,pending,tablet,205.13.229.247,Canada
6fe46116-4bf9-44bb-b195-e82951a53388,66fe3667006bca9b,Donna Smith,41,France,withdrawal,3.07,CAD,paypal,Jackson Group,travel,2024-09-12T14:34:54,False,completed,mobile,65.5.198.29,Germany
632fe12a-d053-4057-9112-88b12c80ac21,1b71c25fa2c67d79,Robert Petersen,41,UK,deposit,52.47,CAD,paypal,Larson-Brown,groceries,2025-06-06T01:12:29,True,failed,desktop,174.214.165.76,France
37e51e38-ab86-40dd-b814-a3f0b1330a78,5e0190cd3f9de295,Susan Beck,36,Australia,purchase,59.76,AUD,crypto,Carter Group,health,2025-05-13T07:52:50,False,failed,tablet,114.103.127.197,Australia
675f0e54-73d1-4747-a9b7-207c9ad8838d,301e3b19165d5029,Heather Smith,67,Australia,transfer,2197.03,CAD,debit_card,Brooks-Rogers,health,2025-05-15T18:47:02,False,pending,tablet,149.47.144.82,France
9dd305a9-a731-447d-94d4-22cc73683be5,2f0a5bfdfeecaa93,Jason Zuniga,25,Japan,refund,40.91,AUD,credit_card,Duncan-Ross,groceries,2025-05-08T06:53:13,False,completed,tablet,49.106.216.68,Japan
0cc174b8-ae0d-4e29-b08e-9ecfbd41f5cd,45d5eda345d1bba8,Riley Adams,35,Germany,refund,85.83,CAD,credit_card,Ramirez Ltd,travel,2025-01-09T08:34:41,False,completed,tablet,58.66.234.60,Canada
7bf5fbe9-dcdc-451f-99f9-dfd52688ff36,45d5eda345d1bba8,Riley Adams,35,Germany,deposit,51.83,GBP,crypto,Hendricks PLC,travel,2025-07-11T14:55:08,False,pending,tablet,151.233.150.184,Canada
413764c8-1b64-4856-b84b-e50ba0329671,bf7b169681540988,Tyler Sanchez,23,Australia,purchase,9.46,GBP,bank_transfer,Daugherty PLC,clothing,2025-02-07T04:17:45,False,failed,tablet,145.148.180.118,USA
